timestamp,flight_time,ground_truth,phys_height,phys_vx,phys_vy,phys_vz,phys_pitch,phys_roll,phys_yaw,phys_a_mag,phys_r_h,phys_chi2,cyb_pkt_rate,cyb_inter_arrival,cyb_bad_packets,l1_violation,l1_reason,l2_predicted_class,l2_confidence,l2_prob_benign,l2_prob_dos,l2_prob_replay,l2_prob_evil_twin,l2_prob_fdi,l2_reason
1789759232.569,1.184,Benign,0.000,0.000,0.000,0.000,0.29,-0.00,0.00,0.000,0.000,0.000,20.00,0.0500,0,False,"Baseline Initialization",Benign,1.000,1.0000,0.0000,0.0000,0.0000,0.0000,"Nominal Stream"
1789759232.772,1.386,Benign,15.128,0.470,0.090,0.100,0.28,-0.06,2.21,2.413,15.108,235.819,1578.89,0.0001,0,True,"Vertical Kinematic Discontinuity (|rh|=15.11m > 3.0m)",Replay,0.950,0.0200,0.0100,0.9500,0.0100,0.0100,"Timestamp Regression (1103ms < 1428789ms)"
1789759232.973,1.587,Benign,15.149,0.460,0.110,0.100,0.27,-0.07,2.61,0.111,0.001,0.658,646.82,0.0001,0,False,"Nominal Kinematics",Replay,0.950,0.0200,0.0100,0.9500,0.0100,0.0100,"Timestamp Regression (1303ms < 1429039ms)"
1789759233.173,1.788,Benign,-0.006,-0.010,0.010,0.000,0.26,-0.08,3.21,2.447,-15.155,1042.023,330.18,0.0830,0,True,"Vertical Kinematic Discontinuity (|rh|=15.15m > 3.0m)",Replay,0.950,0.0200,0.0100,0.9500,0.0100,0.0100,"Timestamp Regression (1604ms < 1429289ms)"
1789759233.335,1.950,Benign,15.189,0.430,0.140,0.090,0.25,-0.09,3.41,2.886,15.180,1047.543,260.27,0.0617,0,True,"Vertical Kinematic Discontinuity (|rh|=15.18m > 3.0m)",Replay,0.950,0.0200,0.0100,0.9500,0.0100,0.0100,"Timestamp Regression (1704ms < 1429289ms)"
1789759866.148,1.029,Benign,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.000,0.000,0.000,20.00,0.0500,0,False,"Baseline Initialization",Benign,1.000,1.0000,0.0000,0.0000,0.0000,0.0000,"Nominal Stream"
1789759866.322,1.204,Benign,12.657,-0.010,0.010,-2.220,0.20,0.20,-7.41,12.702,13.045,514.145,1864.64,0.0002,0,True,"Vertical Kinematic Discontinuity (|rh|=13.05m > 3.0m)",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (1864.6 pkts/s > 70 pkts/s)"
1789759866.472,1.354,Benign,13.182,-0.010,0.010,-1.970,0.21,0.20,-7.41,1.666,0.821,4.650,458.75,0.0003,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (458.7 pkts/s > 70 pkts/s)"
1789759866.677,1.558,Benign,13.182,-0.010,0.010,-1.970,0.21,0.20,-7.41,0.000,0.402,0.978,505.29,0.0003,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (505.3 pkts/s > 70 pkts/s)"
1789759866.926,1.808,Benign,13.643,-0.010,0.010,-1.700,0.21,0.19,-7.41,1.081,0.886,2.237,333.62,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (333.6 pkts/s > 70 pkts/s)"
1789759867.138,2.020,Benign,14.034,-0.010,0.010,-1.420,0.21,0.17,-7.41,1.321,0.692,3.026,201.04,0.1622,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (201.0 pkts/s > 70 pkts/s)"
1789759867.327,2.208,Benign,14.356,-0.010,0.010,-1.150,0.20,0.17,-7.41,1.433,0.539,3.465,184.70,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (184.7 pkts/s > 70 pkts/s)"
1789759867.477,2.358,Benign,14.613,-0.010,0.010,-0.890,0.21,0.18,-7.41,1.731,0.391,4.890,149.92,0.0003,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (149.9 pkts/s > 70 pkts/s)"
1789759867.679,2.561,Benign,14.613,-0.010,0.010,-0.890,0.21,0.18,-7.41,0.000,0.180,0.938,149.71,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (149.7 pkts/s > 70 pkts/s)"
1789759867.926,2.808,Benign,14.803,-0.010,0.010,-0.640,0.20,0.19,-7.41,1.011,0.348,1.975,126.30,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (126.3 pkts/s > 70 pkts/s)"
1789759868.080,2.962,Benign,14.930,-0.010,0.010,-0.390,0.18,0.17,-7.41,1.625,0.187,4.297,113.12,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.1 pkts/s > 70 pkts/s)"
1789759868.324,3.206,Benign,14.995,-0.010,0.000,-0.150,0.17,0.19,-7.41,0.983,0.102,1.872,113.80,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.8 pkts/s > 70 pkts/s)"
1789759868.475,3.356,Benign,15.004,-0.010,0.000,0.010,0.18,0.20,-7.41,1.066,0.007,2.113,113.73,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759868.676,3.557,Benign,15.004,-0.010,0.000,0.010,0.18,0.20,-7.41,0.000,-0.002,0.964,113.71,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759868.926,3.807,Benign,14.988,-0.010,0.010,0.050,0.19,0.20,-7.41,0.165,-0.028,0.880,113.74,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759869.139,4.020,Benign,14.967,-0.010,0.010,0.040,0.19,0.20,-7.41,0.047,-0.030,0.940,103.99,0.1649,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (104.0 pkts/s > 70 pkts/s)"
1789759869.326,4.208,Benign,14.952,-0.010,0.010,0.010,0.19,0.19,-7.41,0.160,-0.017,0.877,113.86,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.9 pkts/s > 70 pkts/s)"
1789759869.476,4.358,Benign,14.945,-0.010,0.010,-0.010,0.19,0.18,-7.41,0.133,-0.005,0.874,113.63,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759869.678,4.559,Benign,14.945,-0.010,0.010,-0.010,0.19,0.18,-7.41,0.000,0.002,0.936,113.59,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759869.927,4.808,Benign,14.945,-0.010,0.010,-0.030,0.19,0.18,-7.41,0.080,0.007,0.895,113.91,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.9 pkts/s > 70 pkts/s)"
1789759870.079,4.961,Benign,14.949,-0.010,0.010,-0.040,0.21,0.21,-7.41,0.066,0.010,0.954,113.31,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.3 pkts/s > 70 pkts/s)"
1789759870.325,5.206,Benign,14.957,-0.010,0.010,-0.040,0.20,0.21,-7.41,0.000,0.018,0.983,113.76,0.0004,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.8 pkts/s > 70 pkts/s)"
1789759870.475,5.356,Benign,14.967,-0.010,0.010,-0.040,0.20,0.23,-7.41,0.000,0.016,1.007,113.63,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759870.677,5.558,Benign,14.967,-0.010,0.010,-0.040,0.20,0.23,-7.41,0.000,0.008,1.007,113.62,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759870.927,5.808,Benign,14.975,-0.010,0.010,-0.030,0.21,0.25,-7.41,0.040,0.015,1.027,113.57,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759871.077,5.958,Benign,14.980,-0.010,0.010,-0.020,0.23,0.28,-7.41,0.066,0.008,1.066,113.57,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759871.327,6.208,Benign,14.982,-0.010,0.020,-0.010,0.23,0.28,-7.41,0.057,0.004,1.070,113.73,0.0004,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759871.477,6.358,Benign,14.982,-0.010,0.020,-0.010,0.23,0.27,-7.41,0.000,0.002,1.087,113.57,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759871.678,6.560,Benign,14.982,-0.010,0.020,-0.010,0.23,0.27,-7.41,0.000,0.002,1.087,113.56,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759871.829,6.711,Benign,14.984,-0.010,0.020,-0.010,0.21,0.25,-7.41,0.000,0.004,1.059,113.65,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759871.979,6.861,Benign,14.986,-0.010,0.020,-0.010,0.21,0.25,-7.41,0.000,0.004,1.054,113.26,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.3 pkts/s > 70 pkts/s)"
1789759872.142,7.023,Benign,14.986,-0.010,0.020,-0.010,0.21,0.25,-7.41,0.000,0.002,1.054,103.69,0.1622,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (103.7 pkts/s > 70 pkts/s)"
1789759872.322,7.204,Benign,14.989,-0.010,0.020,-0.010,0.21,0.25,-7.41,0.000,0.005,1.052,113.92,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.9 pkts/s > 70 pkts/s)"
1789759872.572,7.454,Benign,14.990,-0.010,0.020,-0.010,0.21,0.24,-7.41,0.000,0.004,1.038,113.89,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.9 pkts/s > 70 pkts/s)"
1789759872.723,7.604,Benign,14.990,-0.010,0.020,0.000,0.23,0.23,-7.41,0.067,0.000,0.988,113.62,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759872.926,7.807,Benign,14.990,-0.010,0.020,0.000,0.23,0.23,-7.41,0.000,0.000,1.033,113.74,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759873.077,7.958,Benign,14.990,-0.010,0.020,0.000,0.25,0.22,-7.41,0.000,0.000,1.023,113.60,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759873.326,8.208,Benign,14.992,-0.010,0.020,0.000,0.27,0.21,-7.41,0.000,0.002,1.015,113.77,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.8 pkts/s > 70 pkts/s)"
1789759873.476,8.358,Benign,14.993,-0.020,0.020,0.000,0.27,0.21,-7.41,0.067,0.001,0.960,113.75,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.8 pkts/s > 70 pkts/s)"
1789759873.678,8.560,Benign,14.993,-0.020,0.020,0.000,0.27,0.21,-7.41,0.000,0.000,1.007,113.75,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759873.829,8.711,Benign,14.995,-0.020,0.020,0.000,0.26,0.21,-7.40,0.000,0.002,1.005,113.68,0.0003,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759874.079,8.961,Benign,14.995,-0.020,0.020,0.000,0.24,0.22,-7.40,0.000,0.000,1.018,113.17,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.2 pkts/s > 70 pkts/s)"
1789759874.324,9.206,Benign,14.995,-0.020,0.020,0.000,0.23,0.24,-7.40,0.000,0.000,1.034,113.58,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759874.474,9.356,Benign,14.995,-0.020,0.020,0.000,0.21,0.23,-7.40,0.000,0.000,1.021,113.72,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759874.657,9.539,Benign,14.995,-0.020,0.020,0.000,0.21,0.23,-7.40,0.000,0.000,1.021,125.39,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (125.4 pkts/s > 70 pkts/s)"
1789759874.826,9.707,Benign,14.996,-0.020,0.030,0.000,0.20,0.23,-7.41,0.059,0.001,0.980,125.42,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (125.4 pkts/s > 70 pkts/s)"
1789759874.976,9.858,Benign,14.997,-0.020,0.030,0.000,0.20,0.22,-7.40,0.000,0.001,1.006,113.64,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759875.139,10.021,Benign,14.997,-0.020,0.030,0.000,0.20,0.22,-7.40,0.000,0.000,1.006,104.00,0.1623,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (104.0 pkts/s > 70 pkts/s)"
1789759875.326,10.208,Benign,14.998,-0.020,0.030,0.000,0.19,0.22,-7.40,0.000,0.001,0.992,132.35,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (132.3 pkts/s > 70 pkts/s)"
1789759875.477,10.358,Benign,14.998,-0.020,0.030,0.000,0.20,0.21,-7.41,0.000,0.000,0.980,113.76,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.8 pkts/s > 70 pkts/s)"
1789759875.680,10.561,Benign,14.998,-0.020,0.030,0.000,0.20,0.21,-7.41,0.000,0.000,0.980,132.14,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (132.1 pkts/s > 70 pkts/s)"
1789759875.926,10.807,Benign,14.998,-0.020,0.030,0.000,0.19,0.20,-7.41,0.000,0.000,0.966,125.71,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (125.7 pkts/s > 70 pkts/s)"
1789759876.081,10.962,Benign,14.998,-0.020,0.030,0.000,0.19,0.19,-7.40,0.000,0.000,0.951,113.24,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.2 pkts/s > 70 pkts/s)"
1789759876.321,11.202,Benign,14.999,-0.020,0.020,0.000,0.18,0.19,-7.41,0.042,0.001,0.924,114.04,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (114.0 pkts/s > 70 pkts/s)"
1789759876.471,11.353,Benign,14.999,-0.020,0.020,0.000,0.18,0.18,-7.41,0.000,0.000,0.935,113.68,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759876.676,11.558,Benign,14.999,-0.020,0.020,0.000,0.18,0.18,-7.41,0.000,0.000,0.935,113.66,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759876.827,11.709,Benign,15.000,-0.020,0.020,0.000,0.18,0.17,-7.41,0.000,0.001,0.916,113.67,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759876.978,11.859,Benign,15.000,-0.020,0.020,0.000,0.18,0.16,-7.41,0.000,0.000,0.898,113.50,0.0003,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.5 pkts/s > 70 pkts/s)"
1789759877.139,12.021,Benign,15.000,-0.020,0.020,0.000,0.18,0.16,-7.41,0.000,0.000,0.898,103.95,0.1571,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (104.0 pkts/s > 70 pkts/s)"
1789759877.325,12.206,Benign,15.000,-0.020,0.020,0.000,0.18,0.16,-7.41,0.000,0.000,0.897,113.94,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.9 pkts/s > 70 pkts/s)"
1789759877.574,12.456,Benign,15.000,-0.020,0.020,0.000,0.17,0.15,-7.41,0.000,0.000,0.889,113.74,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759877.725,12.606,Benign,15.000,-0.020,0.020,0.000,0.15,0.14,-7.41,0.000,0.000,0.872,113.88,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.9 pkts/s > 70 pkts/s)"
1789759877.926,12.808,Benign,15.000,-0.020,0.020,0.000,0.15,0.14,-7.41,0.000,0.000,0.872,113.98,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (114.0 pkts/s > 70 pkts/s)"
1789759878.077,12.958,Benign,15.001,-0.020,0.020,0.000,0.11,0.15,-7.41,0.000,0.001,0.864,113.30,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.3 pkts/s > 70 pkts/s)"
1789759878.324,13.206,Benign,15.002,-0.010,0.020,0.000,0.10,0.15,-7.41,0.040,0.001,0.835,113.78,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.8 pkts/s > 70 pkts/s)"
1789759878.475,13.356,Benign,15.002,-0.010,0.020,0.000,0.10,0.16,-7.41,0.000,0.000,0.871,113.70,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759878.677,13.559,Benign,15.002,-0.010,0.020,0.000,0.10,0.16,-7.41,0.000,0.000,0.871,113.66,0.0003,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759878.926,13.808,Benign,15.002,-0.010,0.010,0.000,0.11,0.17,-7.41,0.040,0.000,0.869,113.83,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.8 pkts/s > 70 pkts/s)"
1789759879.077,13.958,Benign,15.002,-0.010,0.010,0.000,0.12,0.17,-7.41,0.000,0.000,0.902,113.54,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.5 pkts/s > 70 pkts/s)"
1789759879.227,14.109,Benign,15.002,-0.010,0.010,0.000,0.14,0.17,-7.41,0.000,0.000,0.900,113.51,0.0004,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.5 pkts/s > 70 pkts/s)"
1789759879.428,14.310,Benign,15.002,-0.010,0.010,0.000,0.14,0.17,-7.41,0.000,0.000,0.900,113.48,0.0004,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.5 pkts/s > 70 pkts/s)"
1789759879.579,14.461,Benign,15.002,-0.010,0.010,0.000,0.15,0.17,-7.41,0.000,0.000,0.900,113.48,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.5 pkts/s > 70 pkts/s)"
1789759879.829,14.710,Benign,15.002,-0.010,0.010,0.000,0.14,0.16,-7.41,0.000,0.000,0.893,113.55,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759879.979,14.861,Benign,15.002,-0.010,0.010,0.000,0.14,0.16,-7.41,0.000,0.000,0.896,113.23,0.0003,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.2 pkts/s > 70 pkts/s)"
1789759880.143,15.024,Benign,15.002,-0.010,0.010,0.000,0.14,0.16,-7.41,0.000,0.000,0.896,103.66,0.1626,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (103.7 pkts/s > 70 pkts/s)"
1789759880.326,15.207,Benign,15.002,-0.010,0.010,0.000,0.14,0.16,-7.41,0.000,0.000,0.895,113.78,0.0003,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.8 pkts/s > 70 pkts/s)"
1789759880.476,15.357,Benign,15.002,-0.010,0.020,0.000,0.14,0.16,-7.41,0.067,0.000,0.848,113.63,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759880.677,15.559,Benign,15.002,-0.010,0.020,0.000,0.14,0.16,-7.41,0.000,0.000,0.896,113.63,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759880.828,15.709,Benign,15.002,-0.010,0.020,0.000,0.15,0.16,-7.41,0.000,0.000,0.895,113.59,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759881.078,15.959,Benign,15.002,-0.010,0.020,0.000,0.16,0.16,-7.41,0.000,0.000,0.890,113.60,0.0003,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759881.328,16.209,Benign,15.002,-0.010,0.020,0.000,0.15,0.14,-7.41,0.000,0.000,0.868,113.76,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.8 pkts/s > 70 pkts/s)"
1789759881.478,16.359,Benign,15.002,-0.010,0.010,0.000,0.14,0.12,-7.41,0.067,0.000,0.798,113.62,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759881.680,16.562,Benign,15.002,-0.010,0.010,0.000,0.14,0.12,-7.41,0.000,0.000,0.834,113.61,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759881.832,16.713,Benign,15.002,-0.010,0.010,0.000,0.13,0.10,-7.41,0.000,0.000,0.811,113.57,0.0001,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.6 pkts/s > 70 pkts/s)"
1789759882.081,16.962,Benign,15.002,-0.010,0.010,0.000,0.13,0.09,-7.41,0.000,0.000,0.797,113.26,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.3 pkts/s > 70 pkts/s)"
1789759882.330,17.212,Benign,15.002,-0.010,0.010,0.000,0.13,0.09,-7.41,0.000,0.000,0.800,113.45,0.0050,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.5 pkts/s > 70 pkts/s)"
1789759882.575,17.457,Benign,15.003,-0.010,0.010,0.000,0.13,0.11,-7.41,0.000,0.001,0.818,113.86,0.0003,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.9 pkts/s > 70 pkts/s)"
1789759882.725,17.607,Benign,15.003,-0.010,0.010,0.000,0.13,0.12,-7.41,0.000,0.000,0.835,113.70,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759882.927,17.809,Benign,15.003,-0.010,0.010,0.000,0.13,0.12,-7.41,0.000,0.000,0.835,113.70,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759883.078,17.959,Benign,15.003,0.000,0.000,0.000,-1.68,-0.24,-7.40,0.094,0.000,1.014,113.66,0.0002,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.7 pkts/s > 70 pkts/s)"
1789759883.328,18.209,Benign,15.003,0.210,0.000,0.000,-8.84,1.57,-7.59,0.839,0.000,33.351,113.83,0.0003,0,False,"Nominal Kinematics",DoS,0.980,0.0100,0.9800,0.0050,0.0030,0.0020,"Packet Flood (113.8 pkts/s > 70 pkts/s)"
